word,count
%,4
spent,4
doubt,4
direction,4
North,4
journey,4
discovered,4
Security,3
childhood,3
chemical,3
regard,3
shores,3
friend,3
easier,3
regimes,3
choices,3
fuel-efficient,3
easily,3
choose,3
surely,3
watch,3
objectives,3
cities,3
showed,3
Rights,3
despite,3
supposed,3
order,3
Administration,3
frustration,3
table,3
fuels,3
serve,3
Enough,3
diplomacy,3
giving,3
settlement,3
capital,3
taught,3
task,3
share,3
watching,3
reduce,3
simple,3
gains,3
wealth,3
talked,3
notice,3
bus,3
taking,3
news,3
taken,3
sit,3
sites,3
week,3
served,3
determine,3
deterioration,3
changes,3
direct,3
Russian,3
reforms,3
reduced,3
crippling,3
civilian,3
form,3
mutual,3
factors,3
factory,3
brother,3
Change,3
fair,3
scenario,3
wider,3
consensus,3
rights,3
model,3
confront,3
death,3
debate,3
name,3
conference,3
odds,3
roads,3
cooperation,3
saying,3
expect,3
moved,3
movement,3
safety,3
speech,3
ethnic,3
stability,3
exist,3
stake,3
ones,3
experience,3
equipment,3
role,3
costs,3
moral,3
rogue,3
starting,3
mission,3
conception,3
restore,3
needs,3
required,3
militias,3
five,3
seem,3
focusing,3
exactly,3
elsewhere,3
self-interest,3
struggles,3
closing,3
remember,3
foresight,3
climate,3
eight,3
remain,3
neighborhoods,3
research,3
whatever,3
streets,3
fighting,3
somebody,3
rest,3
misguided,3
strengthen,3
competitive,3
compete,3
solve,3
whiners,3
Bill,3
engaged,3
final,3
First,3
financial,3
define,3
Finally,3
soil,3
brothers,3
line,3
Shia,3
late,3
union,3
larger,3
prosperity,3
living,3
homes,3
anxiety,3
admit,3
hopeful,3
visit,3
undetermined,3
known,3
based,3
wait,3
hours,3
University,3
lasting,3
maintaining,3
viable,3
providing,3
tired,3
person,3
act,3
owe,3
acting,3
billion,3
push,3
lay,3
Such,3
pursue,3
held,3
village,3
actually,3
Clinton,3
heroes,3
passed,3
ballot,3
parents,3
bad,3
pledge,3
increase,3
although,3
realize,3
troop,3
increasingly,3
presence,3
points,3
among,3
independent,3
army,3
influence,3
another,3
innovation,3
institutions,3
almost,3
tribal,3
allies,3
private,3
ideals,3
train,3
agenda,3
ignore,3
agents,3
transparent,3
2006,3
alive,3
pass,3
wages,3
agreement,3
Kiev,3
importantly,3
impossible,3
harm,3
anyone,3
Springfield,3
legacy,3
Some,3
ready,3
thanks,3
threatened,3
patronage,3
accept,3
rally,3
grandfather,3
Yes,3
markets,3
growth,3
growing,3
abuses,3
thinking,3
used,3
greater,3
wants,3
thirty,3
lifetime,3
timetable,3
Katrina,3
percent,3
outcome,3
upon,3
hands,3
happens,3
accountability,3
likely,3
happened,3
harder,3
perfect,3
throughout,3
Will,3
Well,3
hand,3
likes,2
save,2
lie,2
rows,2
looking,2
jeopardy,2
partners,2
scandal,2
Baghdad,2
ethics,2
Commander-in-Chief,2
movements,2
offered,2
Air,2
planet,2
Corruption,2
root,2
losing,2
divides,2
exists,2
politicians,2
Group,2
equality,2
equal,2
shared,2
dismantle,2
safely,2
distant,2
invasion,2
exchange,2
Do,2
disposal,2
distance,2
sacrifice,2
sacrificed,2
sacrifices,2
parties,2
interested,2
investigation,2
paycheck,2
rule,2
Chairman,2
everywhere,2
intend,2
everything,2
Gates,2
involved,2
everybody,2
involvement,2
partisan,2
rural,2
Georgia,2
sharing,2
offer,2
Depression,2
personnel,2
employers,2
laid,2
notion,2
secured,2
driven,2
British,2
petty,2
due,2
duties,2
largest,2
Democratic,2
elements,2
serves,2
either,2
neighbor,2
drive,2
lived,2
link,2
laws,2
lawyer,2
sent,2
economies,2
learning,2
numbers,2
series,2
neither,2
servants,2
seriousness,2
listened,2
neighbors,2
pick,2
nearly,2
keeping,2
enjoy,2
pathogen,2
na,2
kept,2
key,2
letters,2
doubtful,2
shaken,2
After,2
plague,2
shake,2
non-proliferation,2
places,2
lets,2
science,2
lessons,2
knows,2
engaging,2
lesson,2
killed,2
engagement,2
kinder,2
ninety,2
oceans,2
engage,2
natural,2
obvious,2
obtaining,2
pensions,2
seat,2
ended,2
philosophy,2
facts,2
insurgents,2
front,2
fraud,2
pursuing,2
malaria,2
freer,2
regardless,2
Civil,2
Each,2
refused,2
shortcomings,2
focus,2
fulfill,2
fulfilled,2
full,2
Earth,2
overseas,2
happen,2
fundamentals,2
funding,2
regional,2
heavy,2
FDR,2
helped,2
folks,2
options,2
follow,2
homegrown,2
reminded,2
protected,2
maintain,2
highly,2
pace,2
forge,2
provided,2
forging,2
rely,2
An,2
major,2
majority,2
forty,2
quickly,2
quote,2
reducing,2
rationale,2
receive,2
rebuilding,2
girl,2
meeting,2
rebuild,2
gives,2
organizer,2
gratitude,2
grateful,2
reactors,2
globe,2
Among,2
medical,2
realistic,2
really,2
China,2
meaning,2
members,2
recent,2
hairdressing,2
recently,2
railroads,2
gun,2
patriotism,2
raise,2
gaining,2
guarantee,2
gas,2
gathered,2
gave,2
grow,2
gay,2
memory,2
record,2
group,2
genocide,2
recognition,2
grew,2
replace,2
report,2
explains,2
fairly,2
president,2
lot,2
fail,2
mom,2
failed,2
Cold,2
failing,2
opened,2
opening,2
flourishing,2
press,2
Four,2
pressure,2
including,2
loved,2
prevention,2
improve,2
Alabama,2
increasing,2
risk,2
facility,2
facilities,2
pose,2
morning,2
roles,2
posed,2
positions,2
express,2
possibility,2
infrastructure,2
extra,2
powerful,2
robbing,2
preacher,2
industrialized,2
risks,2
GI,2
faced,2
faces,2
Fortunately,2
farmers,2
reward,2
All,2
hundreds,2
hundred,2
resolved,2
human,2
promising,2
house,2
hostile,2
finished,2
firmly,2
horror,2
opposed,2
lower,2
luck,2
hopefulness,2
lucky,2
flag-draped,2
representative,2
hunt,2
hurt,2
price,2
respect,2
Force,2
fathers,2
fault,2
mistake,2
reveal,2
priorities,2
resulted,2
implementation,2
Army,2
imagine,2
responsible,2
production,2
responsibilities,2
ill-conceived,2
ideology,2
respected,2
ideological,2
hard-earned,2
sew,2
answer,2
Sunni,2
bravery,2
alternative,2
though,2
construct,2
boy,2
stifles,2
containing,2
twenty-first,2
steel,2
Tell,2
Taliban,2
ambitions,2
stay,2
conventional,2
Syrians,2
consolidate,2
connections,2
Laden,2
conditions,2
vote,2
Tonight,2
along,2
voters,2
bribes,2
bribe,2
Throughout,2
conflicts,2
voting,2
breaking,2
Kozol,2
break,2
waiting,2
stopped,2
amount,2
Sunday,2
tuition,2
states,2
spur,2
blessed,2
Shiite,2
creed,2
criminal,2
spirit,2
anything,2
crises,2
crossfire,2
black,2
crucial,2
bipartisan,2
Lewis,2
speeches,2
culture,2
anymore,2
blind,2
stabilize,2
walls,2
Study,2
border,2
corporations,2
bootstraps,2
corrupt,2
started,2
twenty,2
anthrax,2
book,2
announce,2
Society,2
unions,2
answers,2
warfare,2
Tuesdays,2
allows,2
briefly,2
computers,2
churches,2
sure,2
accessible,2
acceptable,2
citizens,2
supported,2
understood,2
accelerate,2
absence,2
candidates,2
clean,2
teach,2
suggest,2
uphold,2
close,2
Independents,2
unseen,2
career,2
active,2
adding,2
addiction,2
Hussein,2
systems,2
character,2
Illinois,2
check,2
survey,2
units,2
sweeping,2
case,2
sustained,2
unified,2
suspended,2
closed,2
uranium,2
suffering,2
stronger,2
ultimately,2
ultimate,2
War,2
commit,2
committed,2
broader,2
strike,2
struggling,2
communities,2
tyranny,2
thank,2
strengthening,2
visits,2
compromise,2
combat,2
terror,2
coalition,2
With,2
succeeded,2
succeed,2
age,2
calling,2
coffins,2
substantial,2
buy,2
various,2
term,2
While,2
uncertain,2
collective,2
valor,2
terms,2
water,2
addition,2
tribe,2
assume,2
becoming,2
significantly,2
2002,2
asking,2
wounded,2
On,2
began,2
depended,2
Israel,2
depend,2
sights,2
According,2
truly,2
smallness,2
Jim,2
trade,2
HIV/AIDS,2
begins,2
Ownership,2
disagree,2
smart,2
traditions,2
deliver,2
whose,2
defining,2
trickles,2
Ohio,2
deficits,2
dignity,2
town,2
development,2
Much,2
develop,2
sisters,2
Act,2
world-class,2
...,2
Most,2
bankrupts,2
died,2
Nairobi,2
basic,2
similar,2
beauty,2
Newt,2
desperately,2
Northern,2
Moreover,2
Obama,2
More,2
became,2
travels,2
attention,2
Mireya,2
disappointed,2
Michelle,2
argued,2
west,2
wrote,2
Iranians,2
auto,2
bigger,2
Marguerite,2
disastrous,2
disappointments,2
bin,2
sons,2
available,2
deadliest,2
try,2
Many,2
Right,2
1963,2
welfare,2
',2
sources,2
weapon,2
cynics,2
tubes,2
transform,2
show,2
decency,2
shut,2
areas,2
soldier,2
solving,2
decent,2
transport,2
truth,2
defend,2
authority,2
solemn,2
disaster,2
area,2
decide,2
persuaded,1
privatize,1
piles,1
unilaterally,1
transparency,1
treat,1
primary,1
undertaking,1
uncovering,1
uninsured,1
picture,1
productive,1
translator,1
uncommon,1
treated,1
probably,1
picket,1
principles,1
underprivileged,1
undercuts,1
undercutting,1
piecemeal,1
"2,867",1
phones,1
unfulfilled,1
pie,1
unguarded,1
phrases,1
unfolding,1
pioneers,1
uniform,1
unifying,1
priority,1
unfinished,1
picked,1
product,1
Been,1
underscore,1
trapped,1
placed,1
uncles,1
ports,1
plagued,1
Avian,1
Baker,1
200,1
turning,1
turns,1
twentieth,1
Auma,1
powerfully,1
polarization,1
poisoning,1
powers,1
prayed,1
precise,1
preference,1
pregnancies,1
twenty-six,1
policy-by-slogan,1
poured,1
trumpet,1
politically,1
populace,1
tuck,1
possess,1
poorest,1
trying,1
Azerbaijan,1
tumult,1
pool,1
post-colonial,1
polls,1
Back,1
postal,1
posterity,1
potential,1
turmoil,1
trusted,1
pointing,1
uncertainty,1
population,1
plants,1
tyrannical,1
preventing,1
tyrant,1
trends,1
planned,1
prevents,1
prey,1
tremendous,1
Barack,1
treats,1
umbrella,1
unambiguous,1
prices,1
treatment,1
prevented,1
typical,1
pointed,1
two-thirds,1
premiums,1
twice,1
Bangalore,1
2000,1
presidency,1
plummet,1
2001,1
trivial,1
triple,1
twists,1
players,1
presumptuousness,1
20,1
player,1
playbook,1
shot,1
patience,1
unique,1
whip,1
well-off,1
opposition,1
opposite,1
well-respected,1
wells,1
oppose,1
whenever,1
1960,1
whichever,1
opponent,1
operates,1
personality,1
operated,1
whistleblowers,1
whole,1
opens,1
wide,1
widespread,1
wife,1
willingness,1
wind,1
windows,1
orange,1
well-known,1
orchestrate,1
ordered,1
outset,1
outrage,1
outnumber,1
warning,1
warring,1
outbreaks,1
outbreak,1
wars,1
waste,1
originally,1
original,1
organizers,1
wavering,1
1987,1
weak,1
weakened,1
organized,1
organize,1
1980,1
orders,1
welcomed,1
winds,1
wise,1
wish,1
occasions,1
worn,1
worn-out,1
obtained,1
obtain,1
worse,1
obstacles,1
-they,1
wounds,1
written,1
wrong,1
obey,1
nurses,1
numerous,1
wrongs,1
yearn,1
Born,1
'em,1
yes,1
zealous,1
Borosage,1
‘,1
occasion,1
occupation,1
onto,1
occupying,1
1899,1
withstand,1
one-hundred-and-five-year-old,1
Bless,1
on-the-job,1
oldest,1
witness,1
Blue,1
Bob,1
150,1
official,1
"13,000",1
won't-do,1
won't-even-try,1
officers,1
offering,1
wondered,1
105-year-old,1
worker,1
105,1
offensive,1
warmth,1
warming,1
outside,1
upgrading,1
peddle,1
pays,1
payroll,1
urban,1
urgent,1
payback,1
Beijing,1
urging,1
paved,1
"2,500",1
"2,000",1
patrol,1
useful,1
patriots,1
usher,1
vacuum,1
profound,1
vanquish,1
vast,1
path,1
vehicle,1
pedigree,1
penalty,1
pastors,1
penny,1
uniquely,1
unite,1
universal,1
universities,1
permit,1
permanent,1
university,1
unnecessary,1
periphery,1
unprecedented,1
perilous,1
performing,1
unremarkable,1
perform,1
perfecting,1
unstable,1
unwanted,1
peoples,1
Beetle,1
unyielding,1
upcountry,1
vigor,1
Besides,1
outsourced,1
painted,1
painfully,1
wake,1
page,1
padlocks,1
packages,1
pack,1
walked,1
walking,1
ownership,1
own.,1
wallowing,1
overwhelming,1
oversee,1
wan,1
1996,1
overnight,1
overly-rigid,1
wanted,1
overhead,1
1991,1
over-the-horizon,1
paint,1
pandemic,1
villages,1
waitress,1
violent,1
visible,1
vision,1
passing,1
visiting,1
passage,1
vital,1
voice,1
Betty,1
partnerships,1
partnership,1
voices,1
void,1
partner,1
voter,1
particularly,1
participation,1
votes,1
wage,1
Biden,1
parent,1
profits,1
2007,1
transition,1
rises,1
room,1
stakes,1
rolling,1
stale,1
roll,1
stamps,1
Abraham,1
stands,1
staring,1
start-ups,1
robust,1
stated,1
roadblocks,1
statement,1
statesmen,1
station,1
statistic,1
risked,1
statistics,1
staying,1
steadfast,1
steal,1
rising,1
stagnant,1
rooted,1
staging,1
spike,1
salary,1
salaries,1
sake,1
span,1
specific,1
Al,1
safeguard,1
spell,1
spend,1
spending,1
spiral,1
stage,1
spiraling,1
spite,1
sacred,1
ruthless,1
spread,1
squad,1
squandered,1
stabilizes,1
rubble,1
stacks,1
step,1
risen,1
salvage,1
AK-47s,1
restoring,1
street,1
responsibly,1
Alego,1
stretched,1
respectful,1
stretching,1
strides,1
strife,1
strikes,1
resource,1
strongest,1
struck,1
struggled,1
resolution,1
resign,1
reshapes,1
stubborn,1
reserves,1
reserve,1
stuck,1
students,1
repressive,1
restricted,1
stream,1
95,1
store,1
stirring,1
stock,1
stockpiled,1
ring,1
righteousness,1
stop-gap,1
ride,1
riches,1
rich,1
rewarded,1
strained,1
strategies,1
strange,1
revolutions,1
revenues,1
stranger,1
revealed,1
strategic,1
returned,1
return,1
strategically,1
results,1
sales,1
same-sex,1
style,1
sleep,1
seventy-five,1
silently,1
setbacks,1
Additional,1
siphons,1
session,1
serving,1
service,1
sits,1
sixty,1
size,1
skepticism,1
skewed,1
skill,1
sky,1
seriously,1
skyrocket,1
slate,1
Additionally,1
slave,1
separated,1
sentiments,1
slavery,1
several,1
non-descript,1
sewing,1
shield,1
showing,1
shown,1
shops,1
shopping,1
shop,1
shows,1
shipped,1
ship,1
shillings,1
shift,1
shed,1
sews,1
sickening,1
side,1
sight,1
shaped,1
shape,1
shall,1
shaky,1
signed,1
signs,1
shadow,1
sensible,1
sleeps,1
source,1
sleeves,1
solar,1
search,1
seamstress,1
scoring,1
scope,1
solutions,1
scientists,1
scientist,1
scientific,1
somehow,1
Accomplished,1
scholarships,1
somewhere,1
son,1
scattered,1
scare,1
scarce,1
sooner,1
sorry,1
sought,1
soul-trying,1
sound,1
Agenda,1
secession,1
secrecy,1
secretarial,1
slowly,1
sensational,1
slept,1
senior-level,1
slide,1
senior,1
sending,1
slogan,1
slough,1
semblance,1
selfish,1
self-made,1
societies,1
slumber,1
self-determination,1
select,1
seemed,1
seeking,1
African-American,1
smallpox,1
securely,1
sobering,1
sector,1
stupid,1
repression,1
trained,1
purposes,1
questionable,1
throw,1
tighten,1
23,1
timeline,1
quest,1
timely,1
quantity,1
quantities,1
timidity,1
tiny,1
quality,1
qualities,1
qualified,1
putting,1
puts,1
Amtrak,1
pushes,1
tips,1
pushed,1
tireless,1
2008,1
shoulder,1
throes,1
quickest,1
thrive,1
rape,1
ravaged,1
45,1
rattle,1
rats,1
thinks,1
rapidly,1
42,1
rapid,1
thoughtful,1
thousand,1
ran,1
threw,1
thousands,1
"4,000",1
rallied,1
raised,1
threaten,1
threatens,1
radiological,1
"365,000",1
"300,000",1
quoting,1
tolerance,1
tolerant,1
re-tool,1
purposeful,1
touch,1
tour,1
promotions,1
promoting,1
toward,1
promotes,1
promote,1
towns,1
toys,1
trace,1
traced,1
promised,1
Another,1
track,1
traditional,1
projects,1
tragic,1
project,1
progressive,1
Anthrax,1
trailers,1
Anvil,1
Arabia,1
pronounce,1
properly,1
property,1
torn,1
toll,1
purification,1
tomorrow,1
purchase,1
pull,1
publicly,1
ton,1
tool,1
tools,1
top-notch,1
Andy,1
proposals,1
prouder,1
protecting,1
torture,1
Angeles,1
prosperous,1
total,1
prosper,1
proposed,1
totalitarianism,1
propose,1
re-enlist,1
therefore,1
subordinate,1
tackle,1
rejecting,1
suppress,1
rejected,1
regulations,1
registration,1
register,1
surplus,1
surround,1
survivors,1
regards,1
suspected,1
regarding,1
suspicions,1
sustainable,1
sweep,1
swept,1
refuse,1
refusal,1
refugees,1
sympathize,1
synagogues,1
79,1
reforming,1
related,1
supposedly,1
relatives,1
rendering,1
subscribed,1
represent,1
reports,1
reporting,1
suburb,1
replaced,1
successfully,1
succumb,1
suffered,1
renew,1
remove,1
relentless,1
suffers,1
remarks,1
suggested,1
remaining,1
suggesting,1
suit,1
supply,1
religious,1
relieve,1
relief,1
refocus,1
reflects,1
reached,1
tackles,1
received,1
television,1
56,1
temperament,1
temporarily,1
temptation,1
tempting,1
ten-point,1
reassure,1
reassert,1
500,1
realizing,1
realized,1
4th,1
realities,1
test,1
testament,1
realism,1
textbooks,1
reading,1
theory,1
reaction,1
reaching,1
teaching,1
teaches,1
recession,1
redeploy,1
tactics,1
referendum,1
"7,500",1
talent,1
tall,1
tangible,1
Amendment,1
redeploying,1
redeployed,1
tap,1
recruited,1
reciprocal,1
targeting,1
6,1
recover,1
taxpayers,1
reconstruction,1
reconciled,1
tea-house,1
recommendation,1
recognize,1
reclaiming,1
non-governmental,1
instincts,1
nominee,1
clanked,1
clearly,1
closed-door,1
closings,1
cloud,1
co-founded,1
co-founder,1
coal,1
coddling,1
code,1
coffee,1
coherent,1
cold,1
collapse,1
collard,1
colleagues,1
Hilton,1
clamoring,1
cherish,1
claim,1
chickens,1
chief,1
House,1
Horse,1
choice,1
chokes,1
chose,1
chronic,1
chronically,1
circle,1
circumstances,1
citizen,1
citizenship,1
civic,1
His,1
collections,1
Hillary,1
college-educated,1
colonial,1
conceivable,1
conceptions,1
concerns,1
concessions,1
concluded,1
concrete,1
condition-based,1
conduct,1
conductors,1
confess,1
confetti,1
confidence,1
confirmed,1
Here,1
connected,1
concedes,1
compromised,1
composed,1
commodities,1
colonialism,1
color,1
High,1
comfort,1
commerce,1
commission,1
Hickey,1
complaint,1
communicate,1
communism,1
Hey,1
compassionate,1
compelling,1
complacency,1
cherished,1
checks,1
consolidating,1
bridge,1
brightest,1
brilliance,1
Intelligence,1
brings,1
brink,1
broadband,1
broke,1
brutal,1
budget,1
buildings,1
bulwark,1
burdens,1
bureaucrat,1
buried,1
businessmen,1
brief,1
breed,1
checkpoints,1
breathe,1
bolster,1
bomb,1
bombing,1
bonuses,1
boost,1
boots,1
bottom-lines,1
bought,1
bound,1
boundaries,1
bracing,1
braiding,1
brakes,1
brave,1
breakthrough,1
buying,1
Inside,1
Influenza,1
Individual,1
catastrophe,1
causes,1
cave,1
celebrities,1
cell,1
centuries,1
certainly,1
challenge,1
challenging,1
champion,1
changing,1
chaotic,1
chapter,1
characterized,1
cheap,1
catalyze,1
cast,1
Independent,1
candidate,1
calls,1
Indiana,1
camps,1
can't-do,1
cancer,1
candidacy,1
capabilities,1
carry,1
capping,1
captives,1
car,1
card,1
caring,1
carried,1
consistent,1
constitutes,1
nomination,1
descent,1
describes,1
desert,1
designed,1
desires,1
desperate,1
despotic,1
destabilizing,1
destroy,1
destroying,1
detail,1
details,1
detect,1
detention,1
deter,1
deteriorate,1
described,1
descending,1
deck,1
deposing,1
dedicated,1
deepest,1
deeply,1
defeating,1
defeats,1
deferred,1
defined,1
degree,1
delivered,1
demanded,1
demanding,1
democracies,1
demonstrate,1
demonstrates,1
deployed,1
deteriorating,1
determined,1
determining,1
devastating,1
discernible,1
disclosure,1
discord,1
discordant,1
discredited,1
discriminating,1
discrimination,1
discussion,1
discussions,1
disillusionment,1
dismantled,1
dismiss,1
dismissal,1
disputes,1
dissatisfaction,1
disbanding,1
disarming,1
disagreement,1
Gulf,1
devastation,1
devices,1
devoted,1
dialogue,1
dictator,1
die,1
difficulties,1
disagreeable,1
difficulty,1
digital,1
dime,1
diploma,1
directly,1
dirty,1
declarations,1
decisions,1
constitutional,1
correctly,1
couch,1
Hell,1
counseling,1
count,1
counted,1
countermeasures,1
Hawaii,1
Harvard,1
couple,1
courageous,1
cousins,1
coverage,1
craft,1
craved,1
Harbor,1
Herculean,1
corporate,1
decade,1
cook,1
consultation,1
consulting,1
contain,1
contingent,1
contracts,1
contradictions,1
contribution,1
convene,1
convenient,1
converge,1
conversation,1
converting,1
convey,1
conviction,1
convince,1
created,1
creating,1
creation,1
creatively,1
cycle,1
danger,1
Had,1
dangerously,1
dangers,1
dashed,1
dates,1
HMOs,1
deadly,1
dealing,1
deals,1
dearly,1
debating,1
debt,1
debts,1
cuts,1
customs,1
current,1
crippled,1
creativity,1
credibility,1
credit,1
cried,1
crime,1
criminals,1
critically,1
curb,1
cross,1
crossroads,1
crowd,1
cry,1
crying,1
cults,1
body,1
blood,1
bloated,1
Sixties,1
Southside,1
Lady,1
Soviet-supplied,1
State,1
Ladies,1
Sunnis,1
Take,1
Ted,1
Terrorist,1
Kurds,1
Theirs,1
Kurd,1
Third,1
King,1
Thousands,1
Last,1
Since,1
Saddam,1
Side,1
Sam,1
Samarra,1
Sasha,1
Saudi,1
Saudis,1
School,1
Scripture,1
Second,1
Sectarian,1
Senators,1
September,1
Shame,1
Letting,1
Shiites,1
Siaya,1
Time,1
Times,1
Together,1
Tough,1
Weber,1
West,1
Western,1
Ken,1
Where,1
Whether,1
White,1
Who,1
Why,1
Willingness,1
Yet,1
Yo,1
York,1
Zone,1
Karzai,1
Wealth,1
Watergate,1
Kenyatta,1
Khalid,1
Trojan,1
Turks,1
